label,data,lowercase,mapping_dict,remove_non_alphabet,no_whitespace,no_punctuation,standardized_word,stopwords,tokenized
anger,Arema goblog . Manajemen goblog . Persija goblog . Dejek goblok . Ismed goblog . Mantan goblok ninggalkeun aing kawin,arema goblog . manajemen goblog . persija goblog . dejek goblok . ismed goblog . mantan goblok ninggalkeun aing kawin,arema goblog . manajemen goblog . persija goblog . dejek goblok . ismed goblog . mantan goblok nihenteulkeunkeun aing kawin,arema goblog   manajemen goblog   persija goblog   dejek goblok   ismed goblog   mantan goblok nihenteulkeunkeun aing kawin,arema goblog manajemen goblog persija goblog dejek goblok ismed goblog mantan goblok nihenteulkeunkeun aing kawin,arema goblog manajemen goblog persija goblog dejek goblok ismed goblog mantan goblok nihenteulkeunkeun aing kawin,arema goblog manajemen goblog persija goblog dejek goblok ismed goblog mantan goblok nihenteulkeunkeun aing kawin,arema manajemen persija dejek goblok ismed mantan goblok nihenteulkeunkeun kawin,"['arema', 'manajemen', 'persija', 'dejek', 'goblok', 'ismed', 'mantan', 'goblok', 'nihenteulkeunkeun', 'kawin']"
joy,Berkah buka puasa kU ... hatur nuhun Gusti Allah... lama ngga puasa terasa nikmat... mashaa Allah,berkah buka puasa ku ... hatur nuhun gusti allah... lama ngga puasa terasa nikmat... mashaa allah,berkah buka puasa ku ... hatur nuhun gusti kabehah... lama henteu puasa terasa nikmat... mashakabehah kabehah,berkah buka puasa ku     hatur nuhun gusti kabehah    lama henteu puasa terasa nikmat    mashakabehah kabehah,berkah buka puasa ku hatur nuhun gusti kabehah lama henteu puasa terasa nikmat mashakabehah kabehah,berkah buka puasa ku hatur nuhun gusti kabehah lama henteu puasa terasa nikmat mashakabehah kabehah,berkah buka puasa ku hatur nuhun hatur nuhun gusti kabehah lama henteu puasa terasa nikmat mashakabehah kabehah,berkah buka puasa hatur nuhun hatur nuhun kabehah henteu puasa terasa nikmat mashakabehah kabehah,"['berkah', 'buka', 'puasa', 'hatur', 'nuhun', 'hatur', 'nuhun', 'kabehah', 'henteu', 'puasa', 'terasa', 'nikmat', 'mashakabehah', 'kabehah']"
joy,Alhamdulillah meuni nikmat pulang2 dikasih makanan Desa,alhamdulillah meuni nikmat pulang2 dikasih makanan desa,alhamdulilahh meuni nikmat pulang2 dikasih makanan desa,alhamdulilahh meuni nikmat pulang  dikasih makanan desa,alhamdulilahh meuni nikmat pulang dikasih makanan desa,alhamdulilahh meuni nikmat pulang dikasih makanan desa,alhamdulilahh meuni nikmat pulang dikasih makanan desa,alhamdulilahh meuni nikmat dikasih makanan desa,"['alhamdulilahh', 'meuni', 'nikmat', 'dikasih', 'makanan', 'desa']"
anger,Deuh leyek ku aing da sia!!!,deuh leyek ku aing da sia!!!,deuh leyek ku aing da sia!!!,deuh leyek ku aing da sia   ,deuh leyek ku aing da sia ,deuh leyek ku aing da sia ,deuh leyek ku aing da sia,deuh leyek,"['deuh', 'leyek']"
sadness,ya alloh .ngajerit hate ..ngajerit gusti ... nuhun sobb ..nuhun kanggo anjeun nu salila ieu dipika deudeuh ...nuhun,ya alloh .ngajerit hate ..ngajerit gusti ... nuhun sobb ..nuhun kanggo anjeun nu salila ieu dipika deudeuh ...nuhun,ya kabehah .ngajerit hate ..ngajerit gusti ... nuhun sob ..nuhun kanggo anjeun nu salila ieu dipika deudeuh ...nuhun,ya kabehah  ngajerit hate   ngajerit gusti     nuhun sob   nuhun kanggo anjeun nu salila ieu dipika deudeuh    nuhun,ya kabehah ngajerit hate ngajerit gusti nuhun sob nuhun kanggo anjeun nu salila ieu dipika deudeuh nuhun,ya kabehah ngajerit hate ngajerit gusti nuhun sob nuhun kanggo anjeun nu salila ieu dipika deudeuh nuhun,ya kabehah ngajerit hate ngajerit gusti hatur nuhun sob hatur nuhun kanggo anjeun nu boga salila ieu dipika deudeuh hatur nuhun,kabehah ngajerit hate ngajerit hatur nuhun hatur nuhun anjeun boga salila dipika deudeuh hatur nuhun,"['kabehah', 'ngajerit', 'hate', 'ngajerit', 'hatur', 'nuhun', 'hatur', 'nuhun', 'anjeun', 'boga', 'salila', 'dipika', 'deudeuh', 'hatur', 'nuhun']"
joy,Alhamulilah nambah ilmu dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini,alhamulilah nambah ilmu dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini,alhamulilah nambah ilmu dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini,alhamulilah nambah ilmu dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini,alhamulilah nambah ilmu dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini,alhamulilah nambah ilmu dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini,alhamulilah nambah ilmu lin dan keyakinan untuk meningkatkan iman kita dlm menghadapi musibah ini,alhamulilah nambah ilmu lin keyakinan untuk meningkatkan iman dlm menghadapi musibah,"['alhamulilah', 'nambah', 'ilmu', 'lin', 'keyakinan', 'untuk', 'meningkatkan', 'iman', 'dlm', 'menghadapi', 'musibah']"
joy,Teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian wae. Meuni pulen kitu,teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian wae. meuni pulen kitu,teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian wae. meuni pulen kitu,teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian wae  meuni pulen kitu,teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian wae meuni pulen kitu,teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian wae meuni pulen kitu,teuing kunaoan tiap ningali video ieu asa hayang milu seuseurian wae meuni pulen kitu,kunaoan ningali video hayang milu seuseurian meuni pulen,"['kunaoan', 'ningali', 'video', 'hayang', 'milu', 'seuseurian', 'meuni', 'pulen']"
joy,Alhamdulillah gubernur urang mah ges mah kasep pinter bageur,alhamdulillah gubernur urang mah ges mah kasep pinter bageur,alhamdulilahh gubernur urang mah ges mah kasep pinter bageur,alhamdulilahh gubernur urang mah ges mah kasep pinter bageur,alhamdulilahh gubernur urang mah ges mah kasep pinter bageur,alhamdulilahh gubernur urang mah ges mah kasep pinter bageur,alhamdulilahh gubernur urang mah ges mah kasep pinter bageur,alhamdulilahh gubernur urang ges kasep pinter bageur,"['alhamdulilahh', 'gubernur', 'urang', 'ges', 'kasep', 'pinter', 'bageur']"
fear,Muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu,muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu,muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu,muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu,muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu,muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu,muringkak bulu kelek aingah ngadenge sora anak hayam wayah kieu,muringkak bulu kelek aingah ngadenge sora anak hayam wayah,"['muringkak', 'bulu', 'kelek', 'aingah', 'ngadenge', 'sora', 'anak', 'hayam', 'wayah']"
joy,Aselinya hayang seuri ngagakgak,aselinya hayang seuri ngagakgak,aselinya hayang seuri ngagakgak,aselinya hayang seuri ngagakgak,aselinya hayang seuri ngagakgak,aselinya hayang seuri ngagakgak,aselinya hayang seuri ngagakgak,aselinya hayang seuri ngagakgak,"['aselinya', 'hayang', 'seuri', 'ngagakgak']"
joy,Alhamdulillah tiasa gumujeng raos ku mang adeng sareng mira.,alhamdulillah tiasa gumujeng raos ku mang adeng sareng mira.,alhamdulilahh tiasa gumujeng raos ku mang adeng sareng mira.,alhamdulilahh tiasa gumujeng raos ku mang adeng sareng mira ,alhamdulilahh tiasa gumujeng raos ku mang adeng sareng mira ,alhamdulilahh tiasa gumujeng raos ku mang adeng sareng mira ,alhamdulilahh tiasa gumujeng raos ku mang adeng sareng mira,alhamdulilahh tiasa gumujeng raos mang adeng mira,"['alhamdulilahh', 'tiasa', 'gumujeng', 'raos', 'mang', 'adeng', 'mira']"
anger,"Lamun sakirana masih butuh, tong sok nyapirakeun, Goblog! Rudet pisan.","lamun sakirana masih butuh, tong sok nyapirakeun, goblog! rudet pisan.","lamun sakirana masih butuh, tong sok nyapirakeun, goblog! rudet pisan.",lamun sakirana masih butuh  tong sok nyapirakeun  goblog  rudet pisan ,lamun sakirana masih butuh tong sok nyapirakeun goblog rudet pisan ,lamun sakirana masih butuh tong sok nyapirakeun goblog rudet pisan ,lamun sakirana masih butuh tong boro sok nyapirakeun goblog rudet pisan,sakirana butuh tong boro nyapirakeun,"['sakirana', 'butuh', 'tong', 'boro', 'nyapirakeun']"
anger,Ngeraken garut wae siamah plokk ah.,ngeraken garut wae siamah plokk ah.,ngeraken garut wae siamah plok ah.,ngeraken garut wae siamah plok ah ,ngeraken garut wae siamah plok ah ,ngeraken garut wae siamah plok ah ,ngeraken garut wae siamah plok ah,ngeraken garut siamah,"['ngeraken', 'garut', 'siamah']"
sadness,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah,urang ges kaleungitan dika nu baheula nu resep ka agama sok cicing di musholah ngeclak ci panon kana sajadah,urang ges kaleungitan dika nu boga baheula nu boga resep ka ngagem agama sok cicing di musholah ngeclak ci panon kana sajadah,urang ges kaleungitan dika boga baheula boga resep ngagem agama cicing musholah ngeclak ci panon kana sajadah,"['urang', 'ges', 'kaleungitan', 'dika', 'boga', 'baheula', 'boga', 'resep', 'ngagem', 'agama', 'cicing', 'musholah', 'ngeclak', 'ci', 'panon', 'kana', 'sajadah']"
sadness,"Sok sedih ari nga dangu sora takbir teh sok inget ka kolot :'( , sadar""kolot ayena geus eweuh :'( asa kumaha mah ieu hate teh gusti :'(","sok sedih ari nga dangu sora takbir teh sok inget ka kolot :'( , sadar""kolot ayena geus eweuh :'( asa kumaha mah ieu hate teh gusti :'(","sok sedih ari nga dangu sora takbir teh sok inget ka kolot :'( , sadar""kolot ayena geus eweuh :'( asa kumaha mah ieu hate teh gusti :'(",sok sedih ari nga dangu sora takbir teh sok inget ka kolot       sadar kolot ayena geus eweuh     asa kumaha mah ieu hate teh gusti    ,sok sedih ari nga dangu sora takbir teh sok inget ka kolot sadar kolot ayena geus eweuh asa kumaha mah ieu hate teh gusti ,sok sedih ari nga dangu sora takbir teh sok inget ka kolot sadar kolot ayena geus eweuh asa kumaha mah ieu hate teh gusti ,sok sedih ari nga dangu sora takbir teh sok inget ka kolot sadar kolot ayena geus eweuh asa kumaha mah ieu hate teh gusti,nga dangu sora takbir inget kolot sadar kolot ayena eweuh hate,"['nga', 'dangu', 'sora', 'takbir', 'inget', 'kolot', 'sadar', 'kolot', 'ayena', 'eweuh', 'hate']"
joy,"Ngeunaheun kieu nuansa. Ngomong teu ngalarti tapi ngilu ngabarakatak, arayu pula.","ngeunaheun kieu nuansa. ngomong teu ngalarti tapi ngilu ngabarakatak, arayu pula.","ngeunaheun kieu nuansa. ngomong teu ngalarti tapi ngilu ngabarakatak, arayu pula.",ngeunaheun kieu nuansa  ngomong teu ngalarti tapi ngilu ngabarakatak  arayu pula ,ngeunaheun kieu nuansa ngomong teu ngalarti tapi ngilu ngabarakatak arayu pula ,ngeunaheun kieu nuansa ngomong teu ngalarti tapi ngilu ngabarakatak arayu pula ,ngeunaheun kieu nuansa ngomong teu ngalarti tapi ngilu ngabarakatak arayu pula,ngeunaheun nuansa ngomong teu ngalarti ngilu ngabarakatak arayu,"['ngeunaheun', 'nuansa', 'ngomong', 'teu', 'ngalarti', 'ngilu', 'ngabarakatak', 'arayu']"
fear,"Bieu kang ngalangkung, keueung pisan","bieu kang ngalangkung, keueung pisan","bieu kang ngalangkung, keueung pisan",bieu kang ngalangkung  keueung pisan,bieu kang ngalangkung keueung pisan,bieu kang ngalangkung keueung pisan,bieu kang ngalangkung keueung pisan,bieu ngalangkung keueung,"['bieu', 'ngalangkung', 'keueung']"
joy,Kang Sule (Seniman Sajati). Nyakakak waé Abdi mah ningal Mang Jajang Minton di BSW. Sanggem Abdi mah BSW=Buktos Sanés Waos.,kang sule (seniman sajati). nyakakak waé abdi mah ningal mang jajang minton di bsw. sanggem abdi mah bsw=buktos sanés waos.,kang sule (seniman sajati). nyakakak waé abdi mah ningal mang jajang minton di bsw. sanggem abdi mah bsw=buktos sanés waos.,kang sule  seniman sajati   nyakakak wa  abdi mah ningal mang jajang minton di bsw  sanggem abdi mah bsw buktos san s waos ,kang sule seniman sajati nyakakak wa abdi mah ningal mang jajang minton di bsw sanggem abdi mah bsw buktos san s waos ,kang sule seniman sajati nyakakak wa abdi mah ningal mang jajang minton di bsw sanggem abdi mah bsw buktos san s waos ,kang sule seniman sajati nyakakak wa abdi mah ningal mang jajang minton di bsw sanggem abdi mah bsw buktos san s waos,sule seniman sajati nyakakak wa abdi ningal mang jajang minton bsw abdi bsw buktos san s waos,"['sule', 'seniman', 'sajati', 'nyakakak', 'wa', 'abdi', 'ningal', 'mang', 'jajang', 'minton', 'bsw', 'abdi', 'bsw', 'buktos', 'san', 's', 'waos']"
fear,"baru kali itu abah bekerja dugi ka poek mongkleng, pas basa abah ke ruangan bos abah melewati ruang tunggu yang sepi abah merasa muringkak","baru kali itu abah bekerja dugi ka poek mongkleng, pas basa abah ke ruangan bos abah melewati ruang tunggu yang sepi abah merasa muringkak","baru kali itu abah bekerja dugi ka poek mongkleng, pas basa abah ke ruangan bos abah melewati ruang tunggu yang sepi abah merasa muringkak",baru kali itu abah bekerja dugi ka poek mongkleng  pas basa abah ke ruangan bos abah melewati ruang tunggu yang sepi abah merasa muringkak,baru kali itu abah bekerja dugi ka poek mongkleng pas basa abah ke ruangan bos abah melewati ruang tunggu yang sepi abah merasa muringkak,baru kali itu abah bekerja dugi ka poek mongkleng pas basa abah ke ruangan bos abah melewati ruang tunggu yang sepi abah merasa muringkak,baru sababaraha-kali itu abah bekerja dugi ka poek mongkleng pas basa abah ke ruangan bos abah melewati ruang tunggu yang sepi abah merasa muringkak,baru sababaraha-kali abah bekerja dugi poek mongkleng pas basa abah ruangan bos abah melewati ruang tunggu sepi abah merasa muringkak,"['baru', 'sababaraha-kali', 'abah', 'bekerja', 'dugi', 'poek', 'mongkleng', 'pas', 'basa', 'abah', 'ruangan', 'bos', 'abah', 'melewati', 'ruang', 'tunggu', 'sepi', 'abah', 'merasa', 'muringkak']"
fear,Lain soal toleransi atau soal kadar kaimanan. Ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna. Ulah diantep mun aya kamaksiatan teh euy.,lain soal toleransi atau soal kadar kaimanan. ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna. ulah diantep mun aya kamaksiatan teh euy.,lain soal toleransi atau soal kadar kaimanan. ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna. ulah diantep mun aya kamaksiatan teh euy.,lain soal toleransi atau soal kadar kaimanan  ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna  ulah diantep mun aya kamaksiatan teh euy ,lain soal toleransi atau soal kadar kaimanan ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna ulah diantep mun aya kamaksiatan teh euy ,lain soal toleransi atau soal kadar kaimanan ieu soal kolot nu hariwang nempo pergaulan barudak jaman ayeuna ulah diantep mun aya kamaksiatan teh euy ,lain soal toleransi atau soal kadar kaimanan ieu soal kolot nu boga hariwang nempo pergaulan barudak jaman ayeuna ulah diantep mun aya kamaksiatan teh euy,soal toleransi soal kadar kaimanan soal kolot boga hariwang nempo pergaulan barudak jaman ayeuna ulah diantep aya kamaksiatan,"['soal', 'toleransi', 'soal', 'kadar', 'kaimanan', 'soal', 'kolot', 'boga', 'hariwang', 'nempo', 'pergaulan', 'barudak', 'jaman', 'ayeuna', 'ulah', 'diantep', 'aya', 'kamaksiatan']"
fear,asli pa waas + keueung upami kaayaan nuju wabah kieu mah,asli pa waas + keueung upami kaayaan nuju wabah kieu mah,asli pa was + keueung upami kaayan nuju wabah kieu mah,asli pa was   keueung upami kaayan nuju wabah kieu mah,asli pa was keueung upami kaayan nuju wabah kieu mah,asli pa was keueung upami kaayan nuju wabah kieu mah,asli pa was keueung upami kaayan nuju wabah kieu mah,asli pa keueung upami kaayan wabah,"['asli', 'pa', 'keueung', 'upami', 'kaayan', 'wabah']"
joy,Alhamdulillah ya allah:)nuhun gusti saya sudah bisa menjalankan ibadah tengah malam nuhun gusti:),alhamdulillah ya allah:)nuhun gusti saya sudah bisa menjalankan ibadah tengah malam nuhun gusti:),alhamdulilahh ya kabehah:)nuhun gusti saya sudah bisa menjalankan ibadah tengah malam nuhun gusti:),alhamdulilahh ya kabehah  nuhun gusti saya sudah bisa menjalankan ibadah tengah malam nuhun gusti  ,alhamdulilahh ya kabehah nuhun gusti saya sudah bisa menjalankan ibadah tengah malam nuhun gusti ,alhamdulilahh ya kabehah nuhun gusti saya sudah bisa menjalankan ibadah tengah malam nuhun gusti ,alhamdulilahh ya kabehah hatur nuhun gusti saya sudah bisa menjalankan ibadah tengah malam hatur nuhun gusti,alhamdulilahh kabehah hatur nuhun menjalankan ibadah malam hatur nuhun,"['alhamdulilahh', 'kabehah', 'hatur', 'nuhun', 'menjalankan', 'ibadah', 'malam', 'hatur', 'nuhun']"
joy,"Hujan ngaririncik , hudang sare bus ka dapur ,ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu, ka ayaan nu matak endah ka bina bina , lain bungah ku harta tapi bungah ku kawaasan hirup nu sa ayana,","hujan ngaririncik , hudang sare bus ka dapur ,ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu, ka ayaan nu matak endah ka bina bina , lain bungah ku harta tapi bungah ku kawaasan hirup nu sa ayana,","hujan ngaririncik , hudang sare bus ka dapur ,ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu, ka ayan nu matak endah ka bina bina , lain bungah ku harta tapi bungah ku kawasan hirup nu sa ayana,",hujan ngaririncik   hudang sare bus ka dapur  ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu  ka ayan nu matak endah ka bina bina   lain bungah ku harta tapi bungah ku kawasan hirup nu sa ayana ,hujan ngaririncik hudang sare bus ka dapur ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu ka ayan nu matak endah ka bina bina lain bungah ku harta tapi bungah ku kawasan hirup nu sa ayana ,hujan ngaririncik hudang sare bus ka dapur ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu ka ayan nu matak endah ka bina bina lain bungah ku harta tapi bungah ku kawasan hirup nu sa ayana ,hujan ngaririncik hudang sare bus ka dapur ningali kolot jeung dulur keur siduru bari ngulub hui jeung sampeu ka ayan nu boga matak endah ka kabina-bina kabina-bina lain bungah ku harta tapi bungah ku kawasan hirup nu boga sa ayana,hujan ngaririncik hudang sare bus dapur ningali kolot dulur siduru ngulub hui sampeu boga endah kabina-bina kabina-bina bungah harta bungah hirup boga sa ayana,"['hujan', 'ngaririncik', 'hudang', 'sare', 'bus', 'dapur', 'ningali', 'kolot', 'dulur', 'siduru', 'ngulub', 'hui', 'sampeu', 'boga', 'endah', 'kabina-bina', 'kabina-bina', 'bungah', 'harta', 'bungah', 'hirup', 'boga', 'sa', 'ayana']"
